model_name,F1,Recall,Precision
KNN,0.8953771289537713,0.8819153987022676,0.9092561944943008
Decision_Tree,0.9390039804595621,0.9386855372928489,0.9393226397592814
Logistic_Regression,0.8353033697154568,0.7924532567656168,0.8830524273801426
Random_Forest,0.9601006266501977,0.9577671768669033,0.9624454743729552
